,sentiment,time,,,
1105,negative,2017-09-29 15:18:45+00:00,,,
1106,positive,2017-09-29 14:45:20+00:00,,,
1107,positive,2017-09-29 14:38:10+00:00,,,
1108,negative,2017-09-29 10:42:27+00:00,,,
1109,negative,2017-09-29 00:41:32+00:00,,,
1110,negative,2017-09-28 23:41:01+00:00,,,
1111,neutral,2017-09-28 23:11:45+00:00,,,
1112,neutral,2017-09-28 21:37:28+00:00,,,
1113,positive,2017-09-28 21:27:45+00:00,,,
1114,negative,2017-09-28 21:00:13+00:00,,,
1115,positive,2017-09-28 20:44:05+00:00,,,
1116,positive,2017-09-28 20:44:05+00:00,,,
1117,positive,2017-09-28 19:53:52+00:00,,,
1118,negative,2017-09-28 19:02:21+00:00,,,
1119,neutral,2017-09-28 18:37:30+00:00,,,
1120,negative,2017-09-28 18:27:05+00:00,,,
1121,positive,2017-09-28 17:47:04+00:00,,,
1122,neutral,2017-09-28 17:26:27+00:00,,,
1123,positive,2017-09-28 17:17:23+00:00,,,
1124,negative,2017-09-28 17:16:38+00:00,,,
1125,neutral,2017-09-28 17:05:03+00:00,,,
1126,positive,2017-09-28 17:01:11+00:00,,,
1127,neutral,2017-09-28 16:58:51+00:00,,,
1128,positive,2017-09-28 16:52:32+00:00,,,
1129,neutral,2017-09-28 16:30:37+00:00,,,
1130,positive,2017-09-28 16:29:24+00:00,,,
1131,neutral,2017-09-28 16:17:12+00:00,,,
1132,neutral,2017-09-28 16:06:58+00:00,,,
1133,negative,2017-09-28 15:24:54+00:00,,,
1134,negative,2017-09-28 15:17:06+00:00,,,
1135,negative,2017-09-28 15:14:24+00:00,,,
1136,negative,2017-09-28 15:13:22+00:00,,,
1137,neutral,2017-09-28 15:05:44+00:00,,,
1138,neutral,2017-09-28 15:00:01+00:00,,,
1139,positive,2017-09-28 14:50:44+00:00,,,
1140,negative,2017-09-28 14:04:00+00:00,,,
1141,neutral,2017-09-28 14:02:33+00:00,,,
1142,negative,2017-09-28 13:15:13+00:00,,,
1143,positive,2017-09-28 05:53:26+00:00,,,
1144,negative,2017-09-28 05:49:33+00:00,,,
1145,positive,2017-09-28 04:20:26+00:00,,,
1146,neutral,2017-09-28 02:21:47+00:00,,,
1147,negative,2017-09-28 02:02:18+00:00,,,
1148,neutral,2017-09-28 00:27:03+00:00,,,
1149,positive,2017-09-27 23:43:17+00:00,,,
1150,neutral,2017-09-27 22:52:53+00:00,,,
1151,negative,2017-09-27 21:28:55+00:00,,,
1152,negative,2017-09-27 21:24:15+00:00,,,
1153,positive,2017-09-27 21:21:37+00:00,,,
1154,negative,2017-09-27 21:01:18+00:00,,,
1155,negative,2017-09-27 20:49:11+00:00,,,
1156,negative,2017-09-27 20:39:14+00:00,,,
1157,negative,2017-09-27 20:33:30+00:00,,,
1158,negative,2017-09-27 20:32:53+00:00,,,
1159,negative,2017-09-27 20:12:17+00:00,,,
1160,positive,2017-09-27 20:11:47+00:00,,,
1161,positive,2017-09-27 20:09:48+00:00,,,
1162,positive,2017-09-27 19:53:15+00:00,,,
1163,negative,2017-09-27 19:46:09+00:00,,,
1164,negative,2017-09-27 19:35:10+00:00,,,
1165,positive,2017-09-27 19:30:18+00:00,,,
1166,neutral,2017-09-27 19:13:03+00:00,,,
1167,positive,2017-09-27 19:10:28+00:00,,,
1168,negative,2017-09-27 19:07:55+00:00,,,
1169,neutral,2017-09-27 19:06:05+00:00,,,
1170,positive,2017-09-27 19:02:24+00:00,,,
1171,positive,2017-09-27 18:45:28+00:00,,,
1172,neutral,2017-09-27 18:20:30+00:00,,,
1173,negative,2017-09-27 18:04:46+00:00,,,
1174,positive,2017-09-27 17:38:13+00:00,,,
1175,negative,2017-09-27 17:38:13+00:00,,,
1176,positive,2017-09-27 17:14:48+00:00,,,
1177,positive,2017-09-27 16:55:03+00:00,,,
1178,negative,2017-09-27 16:45:55+00:00,,,
1179,negative,2017-09-27 16:45:27+00:00,,,
1180,neutral,2017-09-27 16:39:06+00:00,,,
1181,neutral,2017-09-27 16:22:10+00:00,,,
1182,negative,2017-09-27 16:18:50+00:00,,,
1183,negative,2017-09-27 16:09:52+00:00,,,
1184,negative,2017-09-27 16:05:12+00:00,,,
1185,neutral,2017-09-27 16:05:12+00:00,,,
1186,negative,2017-09-27 16:02:38+00:00,,,
1187,negative,2017-09-27 15:58:02+00:00,,,
1188,positive,2017-09-27 15:55:48+00:00,,,
1189,positive,2017-09-27 15:53:15+00:00,,,
1190,negative,2017-09-27 15:44:44+00:00,,,
1191,neutral,2017-09-27 15:38:05+00:00,,,
1192,neutral,2017-09-27 15:20:38+00:00,,,
1193,positive,2017-09-27 15:20:13+00:00,,,
1194,negative,2017-09-27 15:11:49+00:00,,,
1195,negative,2017-09-27 15:06:39+00:00,,,
1196,negative,2017-09-27 15:03:12+00:00,,,
1197,neutral,2017-09-27 14:49:47+00:00,,,
1198,negative,2017-09-27 14:49:25+00:00,,,
1199,positive,2017-09-27 14:46:01+00:00,,,
1200,neutral,2017-09-27 14:38:41+00:00,,,
1201,negative,2017-09-27 14:22:12+00:00,,,
1202,negative,2017-09-27 14:14:03+00:00,,,
1203,neutral,2017-09-27 14:03:06+00:00,,,
1204,negative,2017-09-27 13:56:22+00:00,,,
1205,neutral,2017-09-27 13:49:48+00:00,,,
1206,neutral,2017-09-27 13:47:58+00:00,,,
1207,neutral,2017-09-27 13:41:25+00:00,,,
1208,negative,2017-09-27 13:32:47+00:00,,,
1209,positive,2017-09-27 13:19:56+00:00,,,
1210,neutral,2017-09-27 13:05:09+00:00,,,
1211,positive,2017-09-27 12:56:06+00:00,,,
1212,negative,2017-09-27 12:54:22+00:00,,,
1213,positive,2017-09-27 12:45:52+00:00,,,
1214,negative,2017-09-27 12:35:57+00:00,,,
1215,positive,2017-09-27 12:35:56+00:00,,,
1216,positive,2017-09-27 12:32:29+00:00,,,
1217,negative,2017-09-27 12:26:22+00:00,,,
1218,positive,2017-09-27 12:26:22+00:00,,,
1219,positive,2017-09-27 12:17:06+00:00,,,
1220,negative,2017-09-27 12:15:52+00:00,,,
1221,negative,2017-09-27 12:13:08+00:00,,,
1222,positive,2017-09-27 12:02:05+00:00,,,
1223,negative,2017-09-27 12:01:07+00:00,,,
1224,negative,2017-09-27 11:58:28+00:00,,,
1225,positive,2017-09-27 11:55:57+00:00,,,
1226,positive,2017-09-27 11:46:22+00:00,,,
1227,negative,2017-09-27 11:45:40+00:00,,,
1228,positive,2017-09-27 10:43:48+00:00,,,
1229,negative,2017-09-27 10:32:26+00:00,,,
1230,negative,2017-09-27 06:55:03+00:00,,,
1231,neutral,2017-09-27 06:03:23+00:00,,,
1232,negative,2017-09-27 04:07:17+00:00,,,
1233,negative,2017-09-27 03:48:03+00:00,,,
1234,positive,2017-09-27 03:45:56+00:00,,,
1235,negative,2017-09-27 03:18:01+00:00,,,
1236,negative,2017-09-27 02:50:22+00:00,,,
1237,positive,2017-09-27 02:32:59+00:00,,,
1238,positive,2017-09-27 02:09:06+00:00,,,
1239,negative,2017-09-27 01:58:47+00:00,,,
1240,neutral,2017-09-27 01:33:53+00:00,,,
1241,neutral,2017-09-27 00:51:50+00:00,,,
1242,neutral,2017-09-27 00:19:19+00:00,,,
1243,negative,2017-09-26 23:39:25+00:00,,,
1244,neutral,2017-09-26 23:01:42+00:00,,,
1245,neutral,2017-09-26 22:59:11+00:00,,,
1246,neutral,2017-09-26 22:49:07+00:00,,,
1247,positive,2017-09-26 22:42:06+00:00,,,
1248,negative,2017-09-26 22:33:19+00:00,,,
1249,negative,2017-09-26 22:17:18+00:00,,,
1250,negative,2017-09-26 22:13:44+00:00,,,
1251,neutral,2017-09-26 22:12:54+00:00,,,
1252,neutral,2017-09-26 21:37:45+00:00,,,
1253,positive,2017-09-26 21:32:37+00:00,,,
1254,negative,2017-09-26 21:20:51+00:00,,,
1255,neutral,2017-09-26 21:11:45+00:00,,,
1256,positive,2017-09-26 21:00:19+00:00,,,
1257,positive,2017-09-26 20:59:19+00:00,,,
1258,positive,2017-09-26 20:56:18+00:00,,,
1259,neutral,2017-09-26 20:52:50+00:00,,,
1260,neutral,2017-09-26 20:52:50+00:00,,,
1261,neutral,2017-09-26 20:51:44+00:00,,,
1262,negative,2017-09-26 20:49:05+00:00,,,
1263,positive,2017-09-26 20:48:09+00:00,,,
1264,negative,2017-09-26 20:43:33+00:00,,,
1265,neutral,2017-09-26 20:42:21+00:00,,,
1266,neutral,2017-09-26 20:38:28+00:00,,,
1267,negative,2017-09-26 20:36:12+00:00,,,
1268,negative,2017-09-26 20:35:06+00:00,,,
1269,negative,2017-09-26 20:31:54+00:00,,,
1270,neutral,2017-09-26 20:31:31+00:00,,,
1271,negative,2017-09-26 20:29:21+00:00,,,
1272,negative,2017-09-26 20:29:04+00:00,,,
1273,negative,2017-09-26 20:26:51+00:00,,,
1274,positive,2017-09-26 20:26:17+00:00,,,
1275,negative,2017-09-26 20:24:54+00:00,,,
1276,neutral,2017-09-26 20:20:58+00:00,,,
1277,neutral,2017-09-26 20:02:07+00:00,,,
1278,negative,2017-09-26 19:38:25+00:00,,,
1279,negative,2017-09-26 19:27:42+00:00,,,
1280,neutral,2017-09-26 19:25:33+00:00,,,
1281,negative,2017-09-26 18:31:30+00:00,,,
1282,positive,2017-09-26 18:11:42+00:00,,,
1283,positive,2017-09-26 18:02:01+00:00,,,
1284,negative,2017-09-26 17:14:10+00:00,,,
1285,negative,2017-09-26 17:12:24+00:00,,,
1286,negative,2017-09-26 17:02:50+00:00,,,
1287,neutral,2017-09-26 16:29:06+00:00,,,
1288,positive,2017-09-26 16:19:40+00:00,,,
1289,negative,2017-09-26 16:07:16+00:00,,,
1290,negative,2017-09-26 15:45:57+00:00,,,
1291,positive,2017-09-26 15:11:28+00:00,,,
1292,positive,2017-09-26 14:12:43+00:00,,,
1293,positive,2017-09-26 13:41:18+00:00,,,
1294,neutral,2017-09-26 13:36:51+00:00,,,
1295,positive,2017-09-26 13:14:39+00:00,,,
1296,negative,2017-09-26 12:56:10+00:00,,,
1297,neutral,2017-09-26 12:53:34+00:00,,,
1298,neutral,2017-09-26 11:23:53+00:00,,,
1299,negative,2017-09-26 09:33:58+00:00,,,
1300,positive,2017-09-26 07:31:05+00:00,,,
1301,positive,2017-09-26 07:15:37+00:00,,,
1302,positive,2017-09-26 05:07:29+00:00,,,
1303,neutral,2017-09-26 04:14:44+00:00,,,
1304,positive,2017-09-26 03:27:01+00:00,,,
1305,positive,2017-09-25 23:04:55+00:00,,,
1306,neutral,2017-09-25 22:28:19+00:00,,,
1307,positive,2017-09-25 21:49:39+00:00,,,
1308,positive,2017-09-25 21:37:49+00:00,,,
1309,positive,2017-09-25 21:22:39+00:00,,,
1310,positive,2017-09-25 20:37:53+00:00,,,
1311,positive,2017-09-25 20:32:40+00:00,,,
1312,neutral,2017-09-25 20:30:57+00:00,,,
1313,neutral,2017-09-25 20:20:58+00:00,,,
1314,positive,2017-09-25 20:20:46+00:00,,,
1315,neutral,2017-09-25 20:01:19+00:00,,,
1316,neutral,2017-09-25 19:48:38+00:00,,,
1317,positive,2017-09-25 19:22:02+00:00,,,
1318,positive,2017-09-25 19:04:27+00:00,,,
1319,negative,2017-09-25 18:42:10+00:00,,,
1320,neutral,2017-09-25 18:23:39+00:00,,,
1321,negative,2017-09-25 17:53:00+00:00,,,
1322,positive,2017-09-25 16:57:03+00:00,,,
1323,positive,2017-09-25 16:35:11+00:00,,,
1324,positive,2017-09-25 16:32:40+00:00,,,
1325,neutral,2017-09-25 16:32:00+00:00,,,
1326,negative,2017-09-25 16:16:13+00:00,,,
1327,positive,2017-09-25 16:05:59+00:00,,,
1328,positive,2017-09-25 15:49:10+00:00,,,
1329,positive,2017-09-25 13:36:34+00:00,,,
1330,positive,2017-09-25 13:34:49+00:00,,,
1331,positive,2017-09-25 12:49:33+00:00,,,
1332,positive,2017-09-25 10:52:56+00:00,,,
1333,positive,2017-09-25 08:06:06+00:00,,,
1334,positive,2017-09-25 06:03:02+00:00,,,
1335,positive,2017-09-25 03:26:00+00:00,,,
1336,positive,2017-09-25 02:17:21+00:00,,,
1337,positive,2017-09-25 01:14:01+00:00,,,
1338,positive,2017-09-24 22:37:11+00:00,,,
1339,positive,2017-09-24 19:10:34+00:00,,,
1340,positive,2017-09-24 17:55:26+00:00,,,
1341,positive,2017-09-24 17:46:29+00:00,,,
1342,positive,2017-09-24 17:46:15+00:00,,,
1343,positive,2017-09-24 17:38:01+00:00,,,
1344,neutral,2017-09-24 16:57:57+00:00,,,
1345,positive,2017-09-24 16:13:48+00:00,,,
1346,neutral,2017-09-24 14:25:50+00:00,,,
1347,positive,2017-09-24 09:56:00+00:00,,,
1348,positive,2017-09-24 06:36:47+00:00,,,
1349,positive,2017-09-24 05:12:00+00:00,,,
1350,positive,2017-09-24 01:03:23+00:00,,,
1351,positive,2017-09-24 00:27:24+00:00,,,
1352,positive,2017-09-24 00:04:23+00:00,,,
1353,negative,2017-09-23 21:48:07+00:00,,,
1354,neutral,2017-09-23 21:48:07+00:00,,,
1355,positive,2017-09-23 19:55:39+00:00,,,
1356,positive,2017-09-23 14:37:13+00:00,,,
1357,positive,2017-09-23 10:16:54+00:00,,,
1358,positive,2017-09-23 02:42:56+00:00,,,
1359,positive,2017-09-22 21:46:05+00:00,,,
1360,negative,2017-09-22 21:39:31+00:00,,,
1361,positive,2017-09-22 21:07:51+00:00,,,
1362,positive,2017-09-22 21:05:59+00:00,,,
1363,neutral,2017-09-22 20:44:46+00:00,,,
1364,positive,2017-09-22 19:02:10+00:00,,,
1365,positive,2017-09-22 18:06:37+00:00,,,
1366,negative,2017-09-22 18:03:34+00:00,,,
1367,positive,2017-09-22 18:03:34+00:00,,,
1368,negative,2017-09-22 17:59:49+00:00,,,
1369,positive,2017-09-22 17:26:41+00:00,,,
1370,positive,2017-09-22 17:03:56+00:00,,,
1371,positive,2017-09-22 16:32:09+00:00,,,
1372,positive,2017-09-22 16:30:42+00:00,,,
1373,positive,2017-09-22 16:15:52+00:00,,,
1374,positive,2017-09-22 15:46:06+00:00,,,
1375,neutral,2017-09-22 15:45:43+00:00,,,
1376,positive,2017-09-22 15:30:16+00:00,,,
1377,negative,2017-09-22 14:56:20+00:00,,,
1378,negative,2017-09-22 14:13:12+00:00,,,
1379,positive,2017-09-22 12:47:11+00:00,,,
1380,positive,2017-09-22 12:08:56+00:00,,,
1381,positive,2017-09-22 11:36:18+00:00,,,
1382,positive,2017-09-22 11:23:55+00:00,,,
1383,positive,2017-09-22 08:07:22+00:00,,,
1384,positive,2017-09-22 08:07:22+00:00,,,
1385,positive,2017-09-22 08:07:22+00:00,,,
1386,neutral,2017-09-22 04:36:44+00:00,,,
1387,positive,2017-09-22 03:19:43+00:00,,,
1388,positive,2017-09-22 02:46:21+00:00,,,
1389,negative,2017-09-21 22:40:42+00:00,,,
1390,positive,2017-09-21 22:01:02+00:00,,,
1391,positive,2017-09-21 21:53:35+00:00,,,
1392,positive,2017-09-21 21:40:40+00:00,,,
1393,positive,2017-09-21 20:43:30+00:00,,,
1394,negative,2017-09-21 20:00:44+00:00,,,
1395,negative,2017-09-21 19:37:11+00:00,,,
1396,positive,2017-09-21 17:28:30+00:00,,,
1397,positive,2017-09-21 14:56:05+00:00,,,
1398,positive,2017-09-21 13:48:10+00:00,,,
1399,positive,2017-09-21 12:53:02+00:00,,,
1400,positive,2017-09-21 10:16:46+00:00,,,
1401,positive,2017-09-21 09:06:11+00:00,,,
1402,positive,2017-09-21 08:21:18+00:00,,,
1403,positive,2017-09-21 07:10:46+00:00,,,
1404,neutral,2017-09-21 06:24:10+00:00,,,
1405,positive,2017-09-21 03:26:07+00:00,,,
1406,negative,2017-09-21 02:57:35+00:00,,,
1407,positive,2017-09-21 02:19:23+00:00,,,
1408,negative,2017-09-21 01:10:28+00:00,,,
1409,positive,2017-09-20 22:30:10+00:00,,,
1410,positive,2017-09-20 21:46:10+00:00,,,
1411,positive,2017-09-20 20:57:43+00:00,,,
1412,positive,2017-09-20 20:42:12+00:00,,,
1413,negative,2017-09-20 20:32:55+00:00,,,
1414,positive,2017-09-20 20:07:04+00:00,,,
1415,positive,2017-09-20 19:42:04+00:00,,,
1416,positive,2017-09-20 19:06:08+00:00,,,
1417,positive,2017-09-20 18:26:10+00:00,,,
1418,positive,2017-09-20 17:08:06+00:00,,,
1419,negative,2017-09-20 17:02:50+00:00,,,
1420,positive,2017-09-20 16:54:07+00:00,,,
1421,positive,2017-09-20 16:16:29+00:00,,,
1422,negative,2017-09-20 15:49:38+00:00,,,
1423,negative,2017-09-20 15:16:14+00:00,,,
1424,positive,2017-09-20 15:06:35+00:00,,,
1425,negative,2017-09-20 13:01:49+00:00,,,
1426,positive,2017-09-20 12:37:47+00:00,,,
1427,negative,2017-09-20 11:33:24+00:00,,,
1428,negative,2017-09-20 10:21:56+00:00,,,
1429,neutral,2017-09-20 10:21:56+00:00,,,
1430,positive,2017-09-20 10:17:04+00:00,,,
1431,negative,2017-09-20 10:01:29+00:00,,,
1432,positive,2017-09-20 08:16:21+00:00,,,
1433,positive,2017-09-20 07:46:08+00:00,,,
1434,positive,2017-09-20 07:22:29+00:00,,,
1435,negative,2017-09-20 02:01:48+00:00,,,
1436,positive,2017-09-20 01:59:18+00:00,,,
1437,positive,2017-09-19 23:01:52+00:00,,,
1438,positive,2017-09-19 22:35:08+00:00,,,
1439,positive,2017-09-19 22:30:43+00:00,,,
1440,positive,2017-09-19 22:19:02+00:00,,,
1441,negative,2017-09-19 21:44:58+00:00,,,
1442,positive,2017-09-19 21:27:38+00:00,,,
1443,positive,2017-09-19 21:17:12+00:00,,,
1444,positive,2017-09-19 21:02:11+00:00,,,
1445,positive,2017-09-19 20:10:25+00:00,,,
1446,negative,2017-09-19 19:45:23+00:00,,,
1447,positive,2017-09-19 19:09:28+00:00,,,
1448,neutral,2017-09-19 19:02:13+00:00,,,
1449,positive,2017-09-19 18:49:34+00:00,,,
1450,negative,2017-09-19 18:19:59+00:00,,,
1451,positive,2017-09-19 18:06:27+00:00,,,
1452,negative,2017-09-19 17:50:15+00:00,,,
1453,positive,2017-09-19 17:43:50+00:00,,,
1454,positive,2017-09-19 17:02:13+00:00,,,
1455,negative,2017-09-19 16:17:32+00:00,,,
1456,positive,2017-09-19 15:47:46+00:00,,,
1457,negative,2017-09-19 15:31:11+00:00,,,
1458,negative,2017-09-19 14:45:14+00:00,,,
1459,negative,2017-09-19 14:38:41+00:00,,,
1460,positive,2017-09-19 14:16:44+00:00,,,
1461,positive,2017-09-19 14:13:29+00:00,,,
1462,negative,2017-09-19 13:21:55+00:00,,,
1463,negative,2017-09-19 13:18:51+00:00,,,
1464,positive,2017-09-19 13:11:18+00:00,,,
1465,positive,2017-09-19 13:06:17+00:00,,,
1466,negative,2017-09-19 12:37:08+00:00,,,
1467,neutral,2017-09-19 12:00:06+00:00,,,
1468,positive,2017-09-19 11:38:01+00:00,,,
1469,positive,2017-09-19 11:13:33+00:00,,,
1470,negative,2017-09-19 07:58:25+00:00,,,
1471,negative,2017-09-19 07:15:59+00:00,,,
1472,negative,2017-09-19 05:41:43+00:00,,,
1473,negative,2017-09-19 04:58:45+00:00,,,
1474,positive,2017-09-19 03:51:35+00:00,,,
1475,negative,2017-09-19 03:32:03+00:00,,,
1476,neutral,2017-09-19 03:00:18+00:00,,,
1477,negative,2017-09-19 02:23:05+00:00,,,
1478,negative,2017-09-19 02:12:24+00:00,,,
1479,positive,2017-09-19 01:41:20+00:00,,,
1480,positive,2017-09-18 22:26:02+00:00,,,
1481,positive,2017-09-18 21:58:57+00:00,,,
1482,negative,2017-09-18 21:57:02+00:00,,,
1483,neutral,2017-09-18 19:44:04+00:00,,,
1484,positive,2017-09-18 19:41:39+00:00,,,
1485,positive,2017-09-18 19:24:16+00:00,,,
1486,positive,2017-09-18 19:12:49+00:00,,,
1487,positive,2017-09-18 18:41:11+00:00,,,
1488,positive,2017-09-18 18:28:35+00:00,,,
1489,neutral,2017-09-18 18:23:04+00:00,,,
1490,negative,2017-09-18 17:58:09+00:00,,,
1491,positive,2017-09-18 17:26:38+00:00,,,
1492,neutral,2017-09-18 17:10:49+00:00,,,
1493,positive,2017-09-18 17:08:23+00:00,,,
1494,positive,2017-09-18 16:42:47+00:00,,,
1495,neutral,2017-09-18 16:40:48+00:00,,,
1496,positive,2017-09-18 16:40:30+00:00,,,
1497,positive,2017-09-18 16:38:46+00:00,,,
1498,negative,2017-09-18 16:29:09+00:00,,,
1499,positive,2017-09-18 16:06:43+00:00,,,
1500,positive,2017-09-18 16:05:20+00:00,,,
1501,positive,2017-09-18 15:50:57+00:00,,,
1502,positive,2017-09-18 15:50:46+00:00,,,
1503,positive,2017-09-18 15:48:03+00:00,,,
1504,positive,2017-09-18 14:54:58+00:00,,,
1505,positive,2017-09-18 14:03:10+00:00,,,
1506,positive,2017-09-18 13:21:58+00:00,,,
1507,positive,2017-09-18 13:05:48+00:00,,,
1508,neutral,2017-09-18 12:20:58+00:00,,,
1509,positive,2017-09-18 10:46:46+00:00,,,
1510,positive,2017-09-18 08:18:51+00:00,,,
1511,positive,2017-09-18 08:17:30+00:00,,,
1512,positive,2017-09-18 07:51:43+00:00,,,
1513,neutral,2017-09-18 07:20:25+00:00,,,
1514,neutral,2017-09-18 07:10:17+00:00,,,
1515,positive,2017-09-18 05:15:09+00:00,,,
1516,neutral,2017-09-18 04:38:50+00:00,,,
1517,positive,2017-09-18 04:01:20+00:00,,,
1518,positive,2017-09-18 03:29:39+00:00,,,
1519,positive,2017-09-18 02:57:43+00:00,,,
1520,positive,2017-09-18 01:18:11+00:00,,,
1521,positive,2017-09-18 01:16:31+00:00,,,
1522,positive,2017-09-17 21:06:39+00:00,,,
1523,neutral,2017-09-17 17:26:07+00:00,,,
1524,positive,2017-09-17 16:06:07+00:00,,,
1525,positive,2017-09-17 11:09:20+00:00,,,
1526,neutral,2017-09-17 08:14:38+00:00,,,
1527,positive,2017-09-17 04:52:43+00:00,,,
1528,neutral,2017-09-17 04:49:21+00:00,,,
1529,negative,2017-09-17 04:49:21+00:00,,,
1530,negative,2017-09-17 04:40:35+00:00,,,
1531,positive,2017-09-17 04:40:35+00:00,,,
1532,neutral,2017-09-17 01:57:57+00:00,,,
1533,neutral,2017-09-17 01:32:42+00:00,,,
1534,positive,2017-09-17 01:18:15+00:00,,,
1535,positive,2017-09-17 00:27:26+00:00,,,
1536,neutral,2017-09-16 23:02:07+00:00,,,
1537,positive,2017-09-16 21:53:16+00:00,,,
1538,positive,2017-09-16 20:18:49+00:00,,,
1539,positive,2017-09-16 20:15:35+00:00,,,
1540,positive,2017-09-16 20:03:28+00:00,,,
1541,positive,2017-09-16 19:46:59+00:00,,,
1542,positive,2017-09-16 19:08:46+00:00,,,
1543,positive,2017-09-16 19:02:03+00:00,,,
1544,positive,2017-09-16 18:41:57+00:00,,,
1545,negative,2017-09-16 17:10:25+00:00,,,
1546,negative,2017-09-16 17:10:25+00:00,,,
1547,positive,2017-09-16 17:03:15+00:00,,,
1548,positive,2017-09-16 16:24:19+00:00,,,
1549,positive,2017-09-16 15:00:31+00:00,,,
1550,positive,2017-09-16 14:29:52+00:00,,,
1551,positive,2017-09-16 13:54:16+00:00,,,
1552,positive,2017-09-16 13:47:56+00:00,,,
1553,negative,2017-09-16 12:16:19+00:00,,,
1554,positive,2017-09-16 10:33:47+00:00,,,
1555,positive,2017-09-16 07:42:04+00:00,,,
1556,positive,2017-09-16 06:26:37+00:00,,,
1557,positive,2017-09-16 05:22:13+00:00,,,
1558,positive,2017-09-16 04:07:54+00:00,,,
1559,positive,2017-09-16 04:07:35+00:00,,,
1560,positive,2017-09-16 03:36:18+00:00,,,
1561,positive,2017-09-16 03:36:18+00:00,,,
1562,positive,2017-09-16 03:25:06+00:00,,,
1563,positive,2017-09-16 03:00:39+00:00,,,
1564,positive,2017-09-16 02:54:26+00:00,,,
1565,positive,2017-09-16 02:54:26+00:00,,,
1566,positive,2017-09-16 02:43:30+00:00,,,
1567,positive,2017-09-16 02:42:11+00:00,,,
1568,positive,2017-09-16 02:41:33+00:00,,,
1569,negative,2017-09-16 02:41:33+00:00,,,
1570,positive,2017-09-16 02:41:33+00:00,,,
1571,positive,2017-09-16 02:41:33+00:00,,,
1572,positive,2017-09-16 02:31:58+00:00,,,
1573,positive,2017-09-16 02:12:15+00:00,,,
1574,positive,2017-09-16 02:11:06+00:00,,,
1575,positive,2017-09-16 02:01:32+00:00,,,
1576,positive,2017-09-16 01:58:24+00:00,,,
1577,negative,2017-09-16 01:55:05+00:00,,,
1578,positive,2017-09-16 01:50:31+00:00,,,
1579,positive,2017-09-16 01:49:56+00:00,,,
1580,positive,2017-09-16 01:49:28+00:00,,,
1581,positive,2017-09-16 01:47:01+00:00,,,
1582,neutral,2017-09-16 01:43:09+00:00,,,
1583,positive,2017-09-16 01:41:10+00:00,,,
1584,positive,2017-09-16 01:34:10+00:00,,,
1585,positive,2017-09-16 01:18:52+00:00,,,
1586,positive,2017-09-16 01:01:02+00:00,,,
1587,positive,2017-09-16 00:54:47+00:00,,,
1588,negative,2017-09-15 20:54:29+00:00,,,
1589,positive,2017-09-15 20:41:56+00:00,,,
1590,positive,2017-09-15 19:24:28+00:00,,,
1591,positive,2017-09-15 16:42:14+00:00,,,
1592,positive,2017-09-15 16:23:59+00:00,,,
1593,positive,2017-09-15 15:42:19+00:00,,,
1594,positive,2017-09-15 15:40:44+00:00,,,
1595,positive,2017-09-15 15:39:36+00:00,,,
1596,positive,2017-09-15 15:22:16+00:00,,,
1597,negative,2017-09-15 15:07:01+00:00,,,
1598,positive,2017-09-15 14:48:07+00:00,,,
1599,positive,2017-09-15 14:05:22+00:00,,,
1600,neutral,2017-09-15 14:05:10+00:00,,,
1601,positive,2017-09-15 04:02:04+00:00,,,
1602,positive,2017-09-15 03:46:00+00:00,,,
1603,positive,2017-09-14 23:02:15+00:00,,,
1604,neutral,2017-09-14 22:46:28+00:00,,,
1605,positive,2017-09-14 22:36:55+00:00,,,
1606,positive,2017-09-14 22:02:10+00:00,,,
1607,positive,2017-09-14 20:03:06+00:00,,,
1608,positive,2017-09-14 19:35:51+00:00,,,
1609,positive,2017-09-14 19:07:26+00:00,,,
1610,negative,2017-09-14 18:41:53+00:00,,,
1611,neutral,2017-09-14 18:26:41+00:00,,,
1612,positive,2017-09-14 18:21:10+00:00,,,
1613,neutral,2017-09-14 18:21:03+00:00,,,
1614,positive,2017-09-14 17:29:07+00:00,,,
1615,positive,2017-09-14 17:13:18+00:00,,,
1616,negative,2017-09-14 15:42:11+00:00,,,
1617,negative,2017-09-14 15:02:49+00:00,,,
1618,negative,2017-09-14 14:15:11+00:00,,,
1619,negative,2017-09-14 13:41:18+00:00,,,
1620,positive,2017-09-14 12:55:25+00:00,,,
1621,positive,2017-09-14 03:29:55+00:00,,,
1622,positive,2017-09-14 01:06:52+00:00,,,
1623,neutral,2017-09-13 22:06:01+00:00,,,
1624,positive,2017-09-13 21:36:36+00:00,,,
1625,positive,2017-09-13 21:33:29+00:00,,,
1626,positive,2017-09-13 20:42:13+00:00,,,
1627,positive,2017-09-13 20:26:08+00:00,,,
1628,positive,2017-09-13 19:56:28+00:00,,,
1629,neutral,2017-09-13 19:47:32+00:00,,,
1630,positive,2017-09-13 19:29:39+00:00,,,
1631,positive,2017-09-13 19:23:04+00:00,,,
1632,positive,2017-09-13 18:44:38+00:00,,,
1633,negative,2017-09-13 18:24:18+00:00,,,
1634,neutral,2017-09-13 17:57:47+00:00,,,
1635,negative,2017-09-13 17:25:57+00:00,,,
1636,negative,2017-09-13 16:36:38+00:00,,,
1637,positive,2017-09-13 16:30:39+00:00,,,
1638,negative,2017-09-13 15:27:32+00:00,,,
